,Ratings,Full_review
5719,5,"It's not the best laptop I've ever used but it's certainly the best bang for buck at this price. I invested some more into the laptop (added 8gb ram, replaced hdd with ssd) and the performance shot through the roof!  I have two issues though - the display chassis is a little too flimsy (wasn't expecting much at this price anyway), and the display itself is sub-par. I had to calibrate it manually to make it bearable but all's well if ends well.  In short, you can't get anything better at this..."
5720,4,This is my first ever purchase of laptop. I am using it for last 6 months and after that I'm reviewing the product. 1. The battery performance is medium. In power saving mode the performance is better. Upto 4 to 4.5 hours. 2. The screen sometimes become grey so clarity is medium. 3. Dolby sound system is very good. 4. The touch pad system is not upto the mark. It's better to use a mouse. 5. The build quality is also good in this price. 6. For better performance you just need to upgrade the R...
5721,5,"This is not a student laptop, but I would like to say it's also for professionals.  I can perform following things very smoothly:  Web development with .net framework Adobe Photoshop Android development Multitasking Smooth video editing like filmora AutoCAD MATLAB. Etc YouTube professionals work    Below are the issues In short it is not a software developer or engineers laptop. Better you look for i7 + 16 GB ram with 500ssd  -one more thing Ryzen 3 is best as compare to i3 for sure."
5722,5,Laptop is very good performance is very good and battery performance is also nice and charging is 65 word which charge the laptop at very low time performance is super at this the price point
5723,3,Lenovo is preloaded with default apps which makes the performance slow. Better to disable all those apps not to run on the start up to improve performance. Even I was literally feeling like returning but being an engineer thought give few more days.. suggest Lenovo team also to reduce the preloaded apps or send the technician who comes and does the first time installation and set up. This might be useful for common man  Lookwise it is awesome 500+ mb is dedicated to for display So we get 3.5 ...
5724,4,"Perfect home laptop. Good graphics. And appealing outlook. 15.1inch. and compact and wonderfull. It doesn't have the CD slot. The only disadvantage I found.  Apart from that's this is good with, teams, photoshop, Adobe premiere etc. Its awesome for those type of softwares. And its like good enaf."
5725,4,"Got it for 24k, good for the mentioned price, don't go for it above 25k, good thing is it can be extended ram and SSD, display is decent and viewing angle is not upto the mark."
5726,3,"Well, using it for several days and it never disappointed me so far. I was a little bit confused about AMD but then found Ryzen 3 3200U is actually better than Intel's i3 8th gen and it can compete even 10th gen in terms of clock speed.  Looks like one must update RAM since it's 4gb isn't enough for multitasking cause it's Slow and Sometimes hangs. And for further betterment one can go for SSDs(NVMe only otherwise replace the HDD)  Display is quite decent in comparison (in that price segment)..."
5727,4,Pro Decent product and built quality compared to price of laptop. Two side bezel definitely look good. R3 is great for light work ideal for office work which doesn't involve heavy software. Most importantly it is cheaper than I3. Keypad is great and button quality and finish is goods Preinstalled Windows and MS office greatly reduce your installation hassle and makes it perfect for non-tech users.  Cons It made in China. Though it has a Graphic card it is not a gaming laptop. Screen is brigh...
5728,5,Awsome laptop in affordable range! Must good going laptop for students and basic uses! Package is nicely.. full care has been taken.. Overall its worth it!
5729,4,Laptop is Best in 27K but 4Gb Ram is not Sufficient if you are a casual user then buy it other Wise its waste of money not recommended for Gaming or Editing
5730,4,I bought this laptop in big billion day sale. It has only 4gb ram. Better to upgrade extra 4gb. After adding extra ram it's work like charm. Battery backup is not that much good. But at this price what you expect. Sound quality is very low after enabling Dolby audio. If your budget is between 25k to 34k definitely buy this one . MS OFFICE is with life time validity. And McAfee Antivirus with 1 month of trial version
5731,4,"This laptop is good for a student like working in ms excel,word,powerpoint and editing and checking email.this laptop only comes in 4gb ram whch is soldered to the motherboard so u can grab another 8gb of ram from flipkart so u can make it much more powerful but not good as expected."
5732,5,"Excellent product. Early delivery by Flipkart. Good packing. No issue in operation of machine. No issue in activating preinstalled Windows 10 and MS Office 2019. Mcphy antivirus was preinstalled aswell. Overall a good purchase in INR 24490 including one year warranty. Those who are planning to buy core i3 9th generation may consider it as it's performance is no lesser than i3 8th generation and in most of the aspects of performance and several games, it leads i3 9th generation. One more USB p..."
5733,5,"The laptop is very good in terms of daily office work and study, Do not expect it to out perform the specs. It is a decent laptop which will give you enough to get going. But if you want high speeds and extreme multi tasking, then go for a better one. If Study and office work( Spreadsheets, multiple chrome windows, drive etc.) is your concern then its just fine."
5734,5,I got this laptop in 23k in bbd sale . Design wise this is beautiful laptop but handle with extra care Display of this laptop is not bad it is full hd and too bright but viewing angle make me unhappy other wise gud display. Performance of this is gud for beginners but for multitasking i have addes 8 gb 2400mhz ddr4 ram in extra slot now multitasking is very smooth . Battery is weak point in this laptop it last in 2 to 3 hrs max.but if u have very tight budget go for it in place of second ha...
5735,4,This review is based on few hrs use without any more aap download pre installed windows 10 and ms office this is great but I check battery very keenly because battery is main component of laptop. Use only screen with internet for video backup is 3:30hrs . Use any task with involved processor power . Backup time is 1:45Hrs which is not gud but in this Corona time all laptops and mobile are very high in price no laptops offer this type of specification in this price range design is ok not ...
5736,5,I purchased it for my younger one. Performance is pretty good and I like the way it is slim and handy at this price range.  Recommended product.!
5737,3,"The feel and design is pretty sleek and its genuinely light weighted. Battery performance is average but its good for office work &/or for Work from Home purpose. Biggest down side is that the speakers in this laptop is very low. Ryzen 3 vs Intel 3 was a challenge but if you are saving 2-3K with Ryzen, go for it. Overall satisfied with the product."
5738,5,Go for it...🔥
5739,5,I am so much happy with flipkart delivery and my product is so much good
5740,4,"Awesome laptop, buy this from tatacliq in just 22k here almost 25k"
5741,4,nice laptop display 5/5 battery 4/5 full hd display view angle 4/5
5742,3,The main think is battery.. which is not up to mark
5743,4,all of good performance but only one issue battery is not good
5744,3,good product at this price range but i am sick of hearing fan voice in this
5745,5,start up take more time than usual and battery us 35wh better if lenovo upgrade to more no fan speed no heating problems and fast charging inbuilt mccafe av superdb this is my 2nd lap first one i3 dell compared to dell lenovo is good
5746,5,Product is good.. Performance is also good.. MS OFFICE lifetime free with linking to your Microsoft account... Don't forget to activate it.. Display Ok.. Battery OK (around 4 hours). Speaker Good after updating Drivers and setting to Dolby... Warranty is to update by ownself at lenovo
5747,5,Value for money
5748,1,"Slower than turtle 🐢, battery consume like 1000cc sports bike, look like charm 💓"
5749,4,"1.battery-8 2.dispay-9 3.brightness-8 4.sound-7 5.charging-8 6.weight-9 7.build quality-7 8.heating -8 9.value for money -9 10.packaging-9  My overall rating 82/100 You can buy it without any confusion if you want buy laptop for Schoo/College works OR For daily tasks like Browsing,Office work. Since it is lightweight and plastic built, Should handle it very carefully."
5750,4,Best for this price range! Except for the battery life of 3-4 hrs. Good FHD display! Comes with Windows 10 & MS office 2019 pre-installed!
5751,4,beyond the level of what is expected. though I bought it for 22990/- with an AMD Ryzen processor it works amazingly. worth for money. no need to spend too much of money unwantedly for Intel Processors.
5752,5,great design great display with narrow bezel upgrade ram and ssd it will be a perfect laptop for average gamming
5753,5,Best choise in 29990
5754,1,"Wost don't take this product, no one will care after your order reched to u n u won't get return oftions  1. Fast draining battery 2. Slow working 3. System applications won't work properly 4. Think sencond sells"
5755,4,Value of money best laptop in range Good battery backup Fast charge Normal speed
5756,1,"Literally struggling from past two days, this laptop is getting me sick. Boot time is almost 5+ minutes and windows tiles freeze when executed app search. Cortona 🙏 pathetic with this low end machines. YOU SHOULD ORDER RAM ASAP WITH THIS LAPTOP, ELSE YOU SHOULD HAVE A PATIENCE LIKE MONK TO WORK WITH THIS. 🙏  If I open any application, it takes 25-30 seconds to appear/prompt.  And Excel/word should be left to god's rescue. HORRIBLE.  Not sure whether I got something defective or performanc..."
5757,5,Best product for beginners ...easy to understand ❤️❤️❤️best one.. thank u 😊Flipkart..loved it
5758,5,Amazing product.
5759,1,The laptop is average...what's really disappointing is the display...when put on full brightness it still cannot make things bright....bad viewing experience.
5760,5,"I have purchased this laptop on 26.06.2020 , it is very smooth to handle , games can be played , Perfect laptop for daily use I have purchased it for 24990 , Finally you can go for it undoubtedly"
5761,4,"less than decent battery backup (less than 2.5 hrs), other aspects appear ok (used for about one month till date, mainly zoom meetings), sound from in-built speakers could have been louder"
5762,1,"very bad , it hang always ,cant browse even email"
5763,4,Worth for your money nice product
5764,1,Don't Buy.. Very Slow..
5765,1,"Here is my honest review after using this laptop for 6 months(I belong to a technical background)- Extremely disappointed with Leveno. I am regretting after buying this laptop. I hardly had any expectation with this laptop, still I am utterly disappointed. Their technical support team (on phone) is very incompetent and inefficient and unable to understand/resolve my issues on call. The issues I have been facing from day 1: 1. Fan does not work and hence the laptop is heating too much. 2. Blu..."
5766,1,Faulty unit..OS crashed Several times wuthin 15 days User has to spent 5+7 hrs to do all things as per ONLINE support and later they saying HArddisk crash.  Unit dead and lenovo not having serviceable part and neither reolacing unit.Flipkart saying ..it is not our business.  Prefer Local Shop
5767,1,Bad laptop.....lots of problems......it is not good as shown on paper.....not recommended at all.....
5768,4,Good at this price range. Without thinking just go for it..
5769,1,"Very slow, Battery is not good. Drains very fast"
5770,5,"Nice laptop, smooth performance , all should go for it 😀"
5771,5,Best in this price range
5772,3,It is good but it is slow
5773,3,antivirus show for one year but given only 1 month .
5774,5,Superb u should go for it.....without any doubt!
5775,5,simply outstanding......top class performances
5776,1,Very very slow... Fully disappointed plz don't buy. My all money is wasted
5777,5,If you have budget of 30k then go for it.
5778,4,It just a awesome laptop in budget range It good for students and for daily work ...😍😍😍😍
5779,3,Battery backup is low. Sound is not good. Performance is OK
5780,5,Laptop is good but it hangs sometimes. Laptop taskbar comes delay in screen
5781,3,Ok.
5782,1,horrible.stopped working within 3 days.
5783,2,I purchased this product 5 days before.very worst experience...bad battery life..I requested for return the product
5784,4,"Everything's are good, only the length of the charger is very short."
5785,3,"This is a nice budget laptop and looks premium.. But the problem is the battery, if you will upgrade it with better SSD and ram it will give you decent performance. it supports m.2 nvme..."
5786,5,"Design in this range is awesome. Performance is also good for normal work for students. One problem : fan is noisy , now i feel i have to two fan in room one ceiling fan another laptops fan."
5787,4,"Overall Laptop is good under 25 thousand but the problem is with its battery its battery life is upto 3 hrs maximum for normal use battery is not upto the mark and ryzen 3 processor is good for normal use, although it has FHD display but its viewing angle is not good... Main problem is with its battery lenovo should improve it..."
5788,5,nice product
5789,5,awesome look by lenovo and very fast delivery by flipcart it's loveing
5790,2,my touchpad is not working how to fix it
5791,3,"Display sucks, poor viewing angles, backlight burns through the panel  Battery life is under 4 hours  Otherwise great, Disable antivirus and update windows for faster experience, ram upgrade recommend"
5792,2,After 2 month uses it slow.googl app hi 5 se 10 minute mein open hota hai.
5793,4,Best one to this price (23k) the main dispointment was ram its only 4gb. Due to this less ram performance get little bit lower
5794,1,The battery even after charging 100% does not stay for even for 35mins.
5795,5,"Worthy purchase even in 28k. All-rounder performance. Added extra 4GB DDR4 2400 RAM + NVMe m2 128 GB SSD. Now it loads four times faster than out of the box speed. Recommends for students , programmers and media streamers. Yet it plays most of the games having mid range graphics, not recommends for gaming or studio editing purposes."
5796,3,The laptop if using for multitasking without gaming then it needs to upgraded with SSD/RAM.  Else it will take few minutes to open applications and multitasking is very difficult especially if you are online and presenting.
5797,1,"Don't think of buying this product. Trust me, you will regret to the deepest point. Highly disappointed with not just Lenovo but Flipkart too."
5798,4,A decent laptop for the money you paid 👍👍
5799,5,Overall good performance no hanging issue sleek slim light small as per latest laptops comes in this price good with lenovo brand I use lenovo 9-8 years lenovo I have face no issue yeah price is fluctuated but good under 26-27k price
5800,3,Display is awesome. Performance bad Battery average. Overall a decent one.
5801,5,It is to good product but one problem is there its battery backap is poor
5802,3,Average laptop. Don't expect it to be decent quick. Opens up applications after more than 30 secs. Would not recommend it for heavy or moderate use.
5803,5,Good
5804,1,"System performance is really pathetic. For opening one web browser will take 5 minutes after clicking it. Not installed any softwares other than operating system and related files. As per lenova service desk, RAM need to upgrade. But i dont think so. Looks like something abnormal with the laptop. Money wasted."
5805,3,4GB RAM IS NOT ENOUGH FOR THIS DEVICE. IT SHOULD BE INCREASED UP TO 8GB AS SOME PROGRAMS TAKE LONGER TIME IN STARTING.
5806,1,"Don't go for it Bought it before 6 months, not working now!!!"
5807,3,This is bad
5808,1,"Don't purchase this laptop, running very slow after 1-2 week use"
5809,1,That product is low quality. Slow processor.no need to buy this
5810,1,"Don't buy , worste laptop"
5811,1,Laptop is too slow. Even windows 98 pc is faster than this laptop.
5812,1,Within 8 months keyboard is not working properly Full of hang problem s don't by this don't even where to complaint
5813,1,Laptop functioned only for8 months. Never ever buy e-goods thru Flipkart. They won't provide any after sales services. I reported the matter to Flipkart and Lenovo but the matter not cleared even after two weeks.l lost my money.
5814,2,If you sleep this laptop and reopen it takes 30 to 100sec It's very slow Not value for money after 1 month
5815,1,This laptop is very slow working. It taking 3 minutes for starting window. And after start its work Very slow. My money waste for this laptop. I never suggest to any one for buy this laptop.
5816,1,Worst product. Don't buy it. Very slow laptop. Don't waste your money. After a few months the keypad buttons also don't work properly. It's just full waste of money. It takes 10 minutes to boot. Very slow Device. Go for dell or hp
5817,4,A best laptop at this range... It is very stylishly designed..... Display is good.... Amd ryzen 3 and 8th gen Mcafee is free for one month but they have mentioned 1 year..... Defects are: A cheap quality battery Battery life is tooo low.... Sound quality is bad..... They have mentioned dolby audio but it's tooooo low.... Camera quality poooor.. 😬 Except this it's the.... Best.... Don't worry just buy it❤😍
5818,5,Just Upgrade RAM To 8gb and see the performance!!! Budget Gaming!!!
5819,3,"The laptop is very slow and gets stuck a lot but...you can get rid of that problem if you increase the Random Access Memory. In the beginning my laptop was performing extremely slow. Then I added 8GB of the memory (Crucial Brand) and after that the performance improved significantly. 4GB of the memory is inbuilt, so if you add 8GB of that, the memory will become 12GB, which is enough for even gaming. Ryzen 3 processor is nice. So without the increased memory, the Laptop is trash but after you..."
5820,1,Performance is very poor. The newest laptop hangs so badly
5821,2,One of the worst laptops I have seen. It doesnt give the performance of Ryzen 3 processor. It is running far too slow than expected. Dont ever buy this laptop never look at 3.9 rating. Only way to make this laptop work good is to upgrade the RAM. Also the battery is too low. Power only lasts for 2.5 hours. This review is given after first time use. Also disk usage shows 10% in a brand new laptop.
5822,2,Very slow..if you open anything it takes lots of time to open...but other than that it's good...sound is very less..picture quality is nice.. although it's not up to the mark..next time if I buy laptop I'll definitely go for intel processor...AMD is worst
5823,5,Fabulous design with great keypad and touchpad
5824,2,"Very slow processing,less battery backup Don't go with this laptop if u want to do heavy tasking. It takes time to even open Google Chrome."
5825,1,Simply waste
5826,5,"This is best under budget and value for money , for better speed increase the RAM since it's only 4 gb"
5827,3,Laptop is slow but if you are going for this consider upgrading RAM to 8 or 12 gb else go for 4gb 256 ssd or 8gb 1tb hdd. After upgrade it works like a charm.
5828,5,Best in the segment....strong build quality even it is plastic made.....4 gb ram a bit sluggish because amd processor is damn good for it to use resources but chrome is a Ram- hungry devil ... Replace chrome with opera and install 8 gb of 2400 Mhz ram from crucial.....install additional ram will boost it ....go for it..if u want premium looks and best performance 😍😍
5829,3,"Ifter 5 days of use .... Taking time to boot up , performance is ok ok , rest all good ...."
5830,3,Only design is good in this laptop others things are worst the performance is very slow its taking too much time to open apps and it is hanging too much .and battery is also dropping very fast. I got very bad experience in this laptop.this is not value for money.
5831,4,"Good Entry Level laptop for everyday use. Just one suggestion, go for 8 gb Ram...or upgrade it later."
5832,4,Everything is fine. Note - need a ram (must) and ssd(optional) to work otherwise it's slow and also release heat.
5833,4,McAfee comes with 30 days subscription so I'm very sad
5834,5,Go for it.
5835,5,Good
5836,5,Nice
5837,4,Nice
5838,5,Osome product
5839,5,Nice
5840,4,Good laptop in this budget...
5841,5,Awesome
5842,1,"Value for Money, Pros: No heating problem, Low cost, Light weight, looks attractive, pre installed Office home student edition, 1 year unlimited device antivirus protection.  Cons: Slow, cant run heavy processes, no gamming please. Slow speed can be overcome to some extent by adding 8 GB Ram  re-rated to 1* Reason - Head phone jack loose connection is not covered under warranty plus service centre lacks staff who can fix it."
5843,3,Little bit slower but value for money
5844,4,Very nice performance. Should buy....👌🏼
5845,2,It hangs anytime....and shut down.... processer is slow
5846,2,Slow👎
5847,4,Nice laptop but battery not good!!
5848,3,Laptop is very good and slower in system 😉😉😉😉🤔🤔🤔🤔🤔🤭🤭
5849,4,Camera is worst but laptop is best for all type of use
5850,3,Average performance. Poor battery charge. Good laptop for light work.
5851,5,Worth for price !
5852,2,Everything is good.. except its hanging problem... It hangs a lot... Sometimes its very irritating while working on it... I don't know what's wrong....
5853,5,Good
5854,5,Nice product
5855,3,It's an average product.. In this price range I would also suggest to see other alternatives.. Battery backup is less Display is good It lags in between We have to increase the RAM for better performance No slot for LAN cable No USB slot in right of the laptop.. slots are in left side Cursor button pad is bit stiff.
5856,4,Best buy for this budget
5857,5,My use is only for drafting I use only ms office For me it's good.
5858,3,Ok product
5859,4,"With this price it is better then others, look and color are really good."
5860,5,It's great in this price (26000)
5861,5,"I m using from past 2 months, and must say this is the best laptop under 30k. Very useful for students and people working from home. I felt a problem of low display, otherwise the laptop is best in this range."
5862,5,Best product
5863,5,Sleeky design
5864,5,Fully Satisfied
5865,4,It's good .but the battery is a bit insufficient Very laggy .
5866,4,Over all nice product for students not for gaming or coding
5867,4,Best quality
5868,5,I m satisfied for this product
5869,5,Good time delivery....
5870,1,"I bought this laptop after seeing its features and thought that it is a good laptop in a low budget. But that was my mistake. Bad things: sound is very low (speakers are not that good). The system is extremely slow, it takes a very long time to start. It started to hang within 1 month (even I didn't installed any other software or game in it). The speed of system is very very slow. Even to see photographs or to transfer files in other folders it takes a lot of time. Good things: FHD, design i..."
5871,5,Superb Laptop ☺️ it is very good laptop in this budget
5872,4,"Laptop is good. I purchase it for 29k. Battery back up is good. Sound, design and display all good. Go for it.... Best in this price. Very fast delivery from flipkart."
5873,4,Good laptop
5874,5,Lajawab laptop
5875,4,Good laptop
5876,5,Fast delivery and laptop is good quality
5877,2,Average performance
5878,4,Good product at this range
5879,3,"Quite slow pc. Display is bad. Laptop material is cheap. Webcam is pathetic. Boot time is unbearable.. Will have to update the ram to make it usable for day to day task.. I regret buying this laptop... If anyone reading feedback, dont buy this laptop. Check for other budget laptops."
5880,5,Amazing performance 👌👌👌👌
5881,3,Ok
5882,4,"BEWARE!!!: MS office is only trial version of 7 days. When you ask about this with seller, they directly initiate returning of laptop. Crazy way of customer support.  But the laptop is awesome. For the price it's awesome. I upgraded it with 4GB additional RAM and 3 years Kaspersky Antivirus. Now it's one rocking machine...  I actually bought 2 laptops . One for sis and another one for dad. Because i liked it so much."
5883,3,"Design is good , battery life also not bad approx 4 hours or max (on normal working ) , performance is not really speed but in this range good"
5884,3,Ok
5885,3,Working for normal use...sound is not at level. For personal use it's good.
5886,5,Nyc product.........only office work use.....
5887,5,"Delivered before time, thanks"
5888,5,Very good laptop Laptop is almost better in this price
5889,5,"Beautiful design , perfomance bit weak but overall good for price segment. 8/10"
5890,5,The laptop is best budget laptop in range of MRP 23500. Basic use laptop for student and home use.
5891,5,Nice
5892,4,No long life baitry
5893,5,"good product, worth it."
5894,5,Good display and nice laptop under 28k.
5895,5,Thanks
5896,4,Good
5897,2,Performance is poor with the low battery backup
5898,5,good product
5899,5,Best laptop on this price
5900,4,Within the budget product !
5901,4,Nice laptop but bettary and display not good
5902,4,nice product
5903,4,It is a very well biased laptop for 25990 INR. It got the perfect specs for the price.the built quality is not that well but can be matched for the price.
5904,5,nice performance and design
5905,5,Best lppy
5906,3,value for money
5907,1,"Hi Friends Laptop design side and delivery side very very good Coming to battery in lenovo laptop model worst battery Only 30 min Charing after 💯 % completed , don't Go for this laptop 30k budget"
5908,1,It's just maximum 10bdays to bought. But it going to start to hang.. Sometimes screen become statue.. I am not going to recommend this product. Waste of money. Unfortunately I can't showing by image.
5909,2,"Sluggish performance, not at all good display. Poor sound quality and poor camera. Even if only Chrome is open, it would not be possible to open another application quickly. Not sure how come so many people rated it so high. It has only given me more stress than any delight of buying a new product.  Flipkart accepted to pick up the product and issue refund. I think they would have repacked and sold it to someone else and because of which the other person would have also gone through the same..."
5910,2,"I just use this product only 2 days. previously i used Hp intel pentium gold, since i used my old laptop 7 year's. and i feel more comfortable also have good battery back up. come to lenovo its take time to reboot the app's. also worst battery max 2.5- 3 yrs depend on works. also you cant use multi task at the time. come to processor compared to intel pentium gold, AMD ryzen not yet good. i suggesting in this budget you can get Hp brand laptop."
5911,5,Super laptop NYC look
5912,2,Battery is poor..2hrs maximum..hangs sometimes.. Not recommended. Windows 10 and Ms Office is there. The Design of the lap is good.
5913,2,its not thats fast..it just takes a lot time in booting it crashes repeatedly it not so far good but with price its avg....design is pretty nice overall it can get a teo star.
5914,5,Awesome device
5915,4,good laptop just for normal activity purpose
5916,4,"Got it from 24990,best laptop for this price range."
5917,4,Very nice looking laptop
5918,4,"If you are buying for browsing, and as a student. Then it's good. You can go for it. But if you use it for video editing, other hard work then search for 50k above."
5919,4,"Very good laptop. Iam using from 3 months There is no issue with this laptop.. Battery- 4hrs Display-awesome Little bit slow, but it's enough for my work..."
5920,5,"4gb ram 1TB HDD AMD Ryzen 3 (which is equal to i3 7th gen) Windows 10 pre installed MS office preinstalled for life time MeAfee anti virus for 1yr 15.6 inches FHD display Dolby sound Overall pretty good under 30k  But, the main worst part is cooling fan sound is too disgusting"
5921,2,Device speed is very slow not up to level doesn't worth for price
5922,1,Battery power is low...fan sound is high... don't buy this product
5923,3,It hangs a most while..better to get upgraded ram to 8 g or 12 gb then there could be some hike in performance..
5924,5,Much more better than Intel i3 processor Best budget laptop .......
5925,3,I hate it. Its performance is very slow. It takes too much time open Ms excel. Now think about about the other applications. Think before you purchase this laptop.
5926,2,PC is very slow. Brought based on review from you tube. All are fake a good laptop will cost more. I can't even use smoothy for Normal office work. Any applications take at least 10-15 seconds for opening.
5927,4,Nice Laptop....
5928,1,One of the worst laptop you can ever buy I don't know if it is because of RYZEN processor I was using Lenovo G5070 and it was working awesome That's why I chose to buy Lenovo again But it seems to be the biggest mistake pls don't buy this
5929,1,"It's very slow system, my opinion don't buy any one"
5930,1,Don't buy this laptop.
5931,5,"With 8gb ram and 128gb ssd it is superb.Baterry backup about 5hrs in power saving mode and 3.5hrs while net surfing.I loved this.1.5hrs for full charge.can be made to rotate at 180 degree ,.Fhd screen,MS Office 2019 life time license.Large trackpad.With Power conservative mode in Lenovo vantage,U can set the battery to 60% Max. and then if you forget to unplug the charger,it will not be charged more than 60% while in conservative mode.It is very thin laptop with nice looks."
5932,1,Performance is very slow .
5933,2,It is very slow. Not for professional user.
5934,1,Worse product. Regret to buy it. I would like suggest everyone don’t waste your money on this product
5935,5,Good product but i wish to say that there are many options in market in this price range....
5936,1,Very bad Product.
5937,5,"This is good budget laptop with AMD processor , only 1 thing disappointing is its Disaply , its not visible in light and side angles."
5938,4,"Before installing ssd ,it's bailgadi After installing ssd,,,,it's hyperloop"
5939,5,excellent display
5940,1,Not working display not good
5941,5,"Worth of price,  Specs are better the others in this category"
5942,1,"I m writing this review after using 5 months. Tooooo slow laptop. Boot up time is 2 to 3 minutes. After boot up you will not able to use again in next 2,3 minutes. Hanging badly even for normal use. Poor performance. Only design of this laptop is good other all things are worst. I wasted my hard earned money and my piece of mind. Not recommend to anyone"
5943,5,Good one
5944,5,Good performance and battery
5945,2,Worst laptop I ever seen don't buy this
5946,2,Very slow.
5947,1,Useless Product
5948,1,Very bad
5949,1,"Worst experience, pls don't buy this product it's too late processing and camera also not clearity for online classes"
5950,4,Nice laptop....
5951,4,Great product at a cheaper rate.. It gives value for the money. Good buy 👌 under the budget of 30k
5952,3,Too slow need to upgrade ssd
5953,4,Fair product in this price range.
5954,1,Worst laptop I ever had...it's slower than a tortoise. Stupid thing takes 10 minutes to start and 15 minutes to shut. No laptop service station is understanding the problem and asking more money to improvise the hardware. Worst decision ever.
5955,1,Very slow and not user friendly
5956,1,Worst experience
5957,1,"Worthless laptop, never recommend anyone."
5958,1,"Never buy this product,this device kills your precious time"
5959,4,"This is a good laptop if you want to use it for movies or microsoft offices but never buy it if you are a programmer. It takes 8 minutes pycharm to open, 15 minutes atom open, 6 minutes vs code to open."
5960,1,"Waste of money,very bad product, laptop is very slow"
5961,5,Excellent performance
5962,4,Working good after update.....
5963,4,Best for this price range.
5964,3,So slow
5965,1,Very Bad experience
5966,4,Nice Performance..
5967,1,Very bed performance laptop Don't buy this laptop
5968,1,"The Lappy was not fulfilling the purpose for which the same was purchased, it was always hanging and lagging."
5969,1,Laptop has slowed significantly
5970,1,It's so slow . Am just exhausted because of its speed. It will consume all your time to operate this laptop. It's slow as hell. Worst buying experience. Do not buy it . It can't open a word file. I atlast broke it .
5971,4,Product is upto the mark and for basic performance this laptop is perfect
5972,3,Good
5973,2,Worst laptop. Very slow performance.
5974,2,I purchased this laptop because of it's price but now I think it was a big mistake if you are reading this I request you not to purchase it. It is extremely slow and it's battery life is really bad. It gets irritating at time because it is too slow. And hang even while using a normal search engine. It would be better if you spend more 10000 and buy a better machine
5975,4,Very nice products
5976,5,"That's value for money......it's not a high performance machine but it's excellent in office,students,home usage,coding,light gameing,watching online content like Amazon prime videos,Netflix...ect. I'm using last 1 year 8 month...I don't have any issues in this laptop..... I'm strongly recommend this product....lenovo is doing good work....👍👍👍👍😊 I'm happy for the product....👍👍👍"
5977,1,Very very poor performance. Not even worth for 10k. At least i should have have buy good laptop with 10k worth in seconds which performs better. Very very disappointed with the product. I will not at all recommend this worst product. Please Don't go with rating and reviews. Check the performance lively before purchase it.
5978,3,"Iam using this laptop for about 9 months..... Firstly this laptop is not intended for heavy task , usually only for office works and media entertainment...This cannot be used for online class, because it have 0.2MP camera only... Don't use this as soon as booted , it take sometimes to gain its optimised state, It can't be used for multitasking, after windows 20h2 version battery about to be draining fast. If you are having experiencing crashes it is normal,, because 2.6gb of 4gb has been usi..."
5979,5,Worthy product
5980,1,I use this laptop last 2 months and this laptop performance is very bad processing is very slow look wise is very good but speed wise very bad
5981,4,I used last 3 months it is work smoothly not any issue. This value of money. Iam satisfy Amazing product.
5982,4,Good one
5983,5,Go For It ! Good Product
5984,4,Good product
5985,3,Very slow .. takes a while to switch between screens and hangs a lot . It is ok as we use for about 5-6 hours only in a day .
5986,1,Very bad
5987,2,Battery is too poor
5988,5,After using 10 months i am giving review. Problem- 1.This laptop is good but if you work on multitasking its disk used 100% so you fill like hanging laptop. When you add m.2 SSD this problem will be solved. 2. Its (elan)touchpad driver is not fully integrated with this cpu so it not work fully smoothly.  And all things are good in this laptop.
5989,1,Excellent design Poor performance.. Dead slow Battery charge is nt satisfactory
5990,1,"Do not buy this product very bad not working very slow,if you want to buy this go to olx and purchase old desktop, that may be working good then this."
5991,2,"Dispay have colour and glare, reflection of light. The dispay changes when seeing up side, down side way. The processor is very slow, with in few days got slow."
5992,3,best
5993,3,It's in a very good price but the system is slow. It's not too slow but slow. Which makes it irritating while working..it takes some time to open some applications. Planning to add 4GB more d hope it works faster. Rest all good..display good..battery good..sound is low but is manageable if ur using for working purposes. Processor Goodwood at thus price
5994,1,Camera is not working
5995,2,windows 10 not work properly in this systeam vrey slow and anti virus is only few days
5996,3,Nice ideapad but batty backup is short time
5997,3,Not good slowly
5998,1,Very slow. Even chorme not open.. Pl replaced my product
5999,1,"This laptop is good for nothing, it lags every time"
6000,4,Budge friendly...👌
6001,2,Performance is bad. Need to add more ram and an ssd disk to improve performance.
6002,3,good
6003,5,Not bad
6004,1,"Very slow laptop. After a month of using it this is my review; from the time of switching it on to switching it off it takes forever. Generally laptops become slow after using for a significant period of time, but this laptop is slow after a week of basic use of MS Word ONLY!"
6005,4,It's owsome
6006,5,Best of the best performance.....Trust worth and user friendly lapy....
6007,5,This product is not good but it's better !! Fastly hanged problem....& battery is discharge vry fast...so i think it's not good
6008,2,Good one for daily use but but slow Macfree is just for 1 month hanging in between and very slow processor Bad
6009,5,Nice laptop for beginners
6010,3,Laptop look is very good. Performance is very slow. Speed is too slow.
6011,5,I am Fully Happily Satisfied.
6012,5,Good quality.
6013,1,This is no have to more purchase in this Flipkart app this is very poor response and in responsibility this type app customer service less than 1 month this is the very very best waste and waste service to Flipkart no one respond no one call to me no one listen any problems no solve the problems this type of online business is very very very e shameless
